0,1,2,3,4,5,6,7,8,9,10,11,12,label
-469.7001037597656,49.04653930664063,-13.098398208618164,5.316382884979248,12.601670265197756,-12.358564376831055,-7.281439781188965,6.28960657119751,-2.296032190322876,-7.90330696105957,-4.323526859283446,-2.1717371940612797,-2.1243927478790283,0
-264.00436401367193,20.02658462524414,-13.823114395141602,1.3039194345474243,-3.3824367523193364,-5.861396312713622,-2.548569202423096,-1.592095136642456,-4.633652210235597,-2.8438692092895512,0.4024780988693237,-2.052865505218506,0.5314801335334778,0
-528.20068359375,33.507335662841804,-6.44558572769165,-5.5128679275512695,4.005277156829834,-1.4717562198638916,-4.403561592102051,-2.394212007522583,-2.3421094417572017,-1.1082295179367063,-0.23994708061218264,-1.3278919458389282,-1.5023300647735596,0
-411.6551513671875,64.02915191650389,-38.05050277709961,14.26517105102539,-29.784332275390625,10.09485912322998,-1.0460069179534912,-2.9942421913146973,-14.407915115356445,-19.33229637145996,4.000167369842528,-12.400101661682127,-3.2279837131500244,0
-398.2908020019531,101.22425842285156,-1.7095273733139038,-9.631152153015137,5.108327865600586,-3.4684479236602783,-3.841841459274292,-5.209409713745117,-10.319242477416992,-3.541917562484741,-3.447530508041382,-9.790997505187988,-2.3413610458374023,0
-552.1824340820311,136.93214416503906,-33.226741790771484,-0.7612411379814148,-2.951422929763794,9.34351921081543,-9.694217681884766,-1.7978613376617432,8.127266883850098,3.645529508590698,-9.81733512878418,4.791492462158203,2.4654695987701416,0
-230.1244201660156,37.37932968139648,1.7966092824935913,15.280988693237305,-12.84695816040039,-5.301453113555908,-13.043475151062012,-11.368734359741213,-9.13035488128662,-7.5774383544921875,1.996222257614136,-6.658267021179199,-2.863196849822998,0
-691.02490234375,61.65528869628906,-9.557859420776367,-6.640829563140869,0.23277883231639865,-15.112345695495605,-10.534181594848633,-4.245275974273682,-12.314547538757324,-9.796162605285645,-4.3863134384155265,-9.057760238647461,-8.402009963989258,0
-559.032958984375,42.00760269165039,-4.684754848480225,28.799468994140625,-19.733783721923828,13.984033584594727,-23.2877254486084,-2.813974380493164,-10.446499824523926,-2.214572668075561,0.89195716381073,-10.042143821716307,-4.5950050354003915,0
-337.3602600097656,29.15561866760254,-44.04004669189453,8.909393310546875,-0.9481937289237976,21.687240600585934,-0.12635843455791473,-5.010180473327637,-24.41107177734375,-4.50437068939209,-15.315619468688965,0.10057750344276427,-17.568864822387695,1
-469.153076171875,48.10433578491211,-3.7839701175689697,8.633247375488281,-6.08587646484375,6.823434352874756,-11.54592227935791,-0.9516424536705016,-15.555404663085938,-6.148277282714844,-5.056143283843994,-9.796365737915039,-0.4678396582603455,0
-391.6920471191406,58.73076629638672,-9.035761833190918,19.088109970092773,7.221287250518799,16.97764778137207,-10.192744255065918,2.2200229167938232,-3.606651782989502,8.210721015930176,1.0013519525527954,-7.90116548538208,3.3547616004943848,0
-562.8766479492189,88.76901245117188,-22.480701446533203,28.86959648132324,-13.167864799499512,-12.544507026672365,5.086264610290527,-6.6704368591308585,-5.77405309677124,4.169554710388184,-1.3941121101379397,-2.9018561840057373,2.415356636047364,1
-489.1011657714844,53.07063674926758,-27.736217498779297,-2.545974969863892,-32.889598846435554,13.924848556518555,-29.087804794311523,-19.71440315246582,-15.700510025024414,2.8080551624298096,1.669396162033081,-8.524362564086914,3.4234094619750977,0
